Title,Summary,Content,URL,Contributor,Combined,Embedding
Chương trình đào tạo cử nhân hệ chính quy ngành Kế toán,Thông tin chung,"""Khoa đào tạo chính quy đầu tiên ở Việt Nam có 100% các môn chuyên ngành giảng dạy bằng tiếng Anh theo chương trình, giáo trình chuẩn quốc tế của các nước Anh, Ô-xtrây-li-a, Hoa Kỳ. Bên cạnh đó, Khoa còn tổ chức đào tạo một số chứng chỉ hành nghề quốc tế trong lĩnh vực kế toán, kiểm toán và phân tích tài chính như ACCA và CFA.""",https://hanu.edu.vn/c/7922/Ke-toan,,"Title: Chương trình đào tạo cử nhân hệ chính quy ngành Kế toán
Summary: Thông tin chung
Content: ""Khoa đào tạo chính quy đầu tiên ở Việt Nam có 100% các môn chuyên ngành giảng dạy bằng tiếng Anh theo chương trình, giáo trình chuẩn quốc tế của các nước Anh, Ô-xtrây-li-a, Hoa Kỳ. Bên cạnh đó, Khoa còn tổ chức đào tạo một số chứng chỉ hành nghề quốc tế trong lĩnh vực kế toán, kiểm toán và phân tích tài chính như ACCA và CFA.""
URL: https://hanu.edu.vn/c/7922/Ke-toan","[-0.039847787, 0.056361947, 0.013297955, -0.008367666, 0.0596058, -0.010459583, -0.006672016, 0.075493306, 0.011077021, -0.02082701, -0.008169534, -0.01537144, -0.055809017, 0.01739885, 0.037967827, 0.01827432, -0.0035802184, -0.009220099, 0.061633207, -0.0017751341, 0.040990505, -0.0019824826, 0.0018603774, 0.004580099, 0.011648381, -0.022172473, 0.009796068, -0.015767707, -0.043386534, -0.03391301, 0.010984866, -0.018228242, 0.012404052, 0.01715003, 0.053118095, 0.05964266, -0.005386455, 0.044861015, -0.008201787, -0.054076504, 0.0038129096, -0.016753763, -0.013519126, 0.005363416, -0.046704113, 0.04386574, 0.0012936246, -0.009220099, 0.004911857, 0.022541093, -0.01856, 0.034945145, 0.025453188, 0.022596385, -0.04047444, 0.012311897, 0.011417994, -0.0002954717, 0.019094499, -0.017527865, 0.03300989, -0.010441152, 0.0019352533, 0.040621888, -0.01641279, -0.016090248, -0.02115877, -0.017380416, -0.00792993, -0.016818272, -0.010984866, 0.022283059, 0.017481787, 0.03389458, -0.023886554, -0.023591658, -0.05374475, 0.025803376, -0.028033525, 0.000116633564, 0.016034955, -0.0144038135, 0.045045324, -0.05326554, -0.007068282, -0.0063955514, -0.05400278, 0.010256842, -0.030429553, -0.023278331, 0.0026678848, 0.055145502, 0.006404767, -0.011878769, 0.030024072, 0.03317577, -0.005202145, -0.034392215, 0.005833406, -0.037783515, -0.0290288, 0.028660178, -0.006003893, 0.01565712, 0.020642702, 0.0052113608, 0.0072572, 0.012192096, -0.075493306, 0.018375691, -0.048289176, 0.017712176, 0.04069561, -0.036696088, -0.016145542, -0.030687587, -0.0057735057, -0.006003893, -0.02097446, -0.020384667, -0.030042503, -0.031369533, -0.00038157895, -0.009164806, -0.00974999, 0.054629434, -0.0118695535, 0.023130884, -0.019444687, -0.004153883, 0.069521666, -0.002573426, -0.012118371, 0.00641859, -0.018670587, -0.028273128, -0.057467807, 0.017343555, -0.010266058, -0.017942563, 0.046888422, -0.015463595, 0.019610567, 0.029120954, -0.025176723, -0.0475888, -0.040511303, 0.02231992, 0.017361986, 0.0026563655, -0.03282558, -0.006667408, -0.03125895, -0.030669156, -0.007851599, 0.012468561, -0.07431372, 0.024273604, 0.011703675, 0.0030157696, 0.03184874, 0.006727309, 0.008146495, 0.039442305, -0.066093504, -0.030245245, -0.04327595, -0.025545344, -0.0625179, -0.030300537, -0.0145144, -0.0029973388, 0.04537708, 0.010680755, 0.03638276, -0.017647667, 0.032475393, -0.009326078, -0.034189474, 0.04928445, 0.0148922345, 0.025213584, 0.0012440914, 0.0017232969, -0.021121906, -0.009777636, 0.019628998, -0.051459305, 0.02792294, 0.037414897, 0.0042299107, -0.02550848, 0.008911381, -0.025010845, -0.033102047, -0.02643003, 0.019739583, 0.006672016, -0.0061329096, -0.047883693, 0.0002864002, -0.017131599, -0.018016286, -0.02136151, 0.016403574, -0.042612433, 0.004059424, 0.014173426, -0.030318968, -0.068747565, 0.031590704, -0.011104668, 0.014210288, 0.02193287, -0.039700337, 0.00022808342, -0.014781648, 0.018071579, 0.097757936, 0.019002344, 0.038188998, -0.047736246, 0.022559524, 0.031922463, -0.010376643, -0.008906772, -0.012745025, 0.005552334, 0.002612592, -0.06513509, 0.009045005, 0.008003655, 0.014846157, 0.0061882026, 0.025268879, -0.069300495, -0.0053956704, 0.042133227, -0.05429768, 0.026743356, -0.05212282, -0.006616723, 0.05341299, 0.0139983315, 0.017094737, 0.0011127706, -0.017629236, -0.030521708, 0.043423396, 0.050169136, 0.009270784, 0.023997141, 0.009851361, -0.02042153, -0.060453624, -0.011519365]"
Chương trình đào tạo cử nhân hệ chính quy ngành Kế toán,Giới thiệu chương trình đào tạo,"""- Cung cấp kiến thức chuyên sâu về kế toán, kiểm toán, thuế và phân tích tài chính, trang bị khả năng thực hành các nghiệp vụ kế toán, phát triển năng lực nghề nghiệp đa dạng giúp cho sinh viên đáp ứng tốt với đòi hỏi khắt khe của thị trường nhân lực ngành kế toán trong nước và quốc tế.
- Chương trình có tính thực tiễn cao dựa trên mối quan hệ với đối tác là các doanh nghiệp trong lĩnh vực kế toán, gồm các công ty thuộc Big 4 (Ernst & Young, PwC, KPMG, và Deloitte).
- Chương trình được các trường đại học và nhiều tổ chức hành nghề nước ngoài (ACCA, CIMA, CPA Australia) công nhận.
- Tiếp cận chuẩn mực quốc tế (IFRS, USGAAP).""",https://hanu.edu.vn/c/7922/Ke-toan,,"Title: Chương trình đào tạo cử nhân hệ chính quy ngành Kế toán
Summary: Giới thiệu chương trình đào tạo
Content: ""- Cung cấp kiến thức chuyên sâu về kế toán, kiểm toán, thuế và phân tích tài chính, trang bị khả năng thực hành các nghiệp vụ kế toán, phát triển năng lực nghề nghiệp đa dạng giúp cho sinh viên đáp ứng tốt với đòi hỏi khắt khe của thị trường nhân lực ngành kế toán trong nước và quốc tế.
- Chương trình có tính thực tiễn cao dựa trên mối quan hệ với đối tác là các doanh nghiệp trong lĩnh vực kế toán, gồm các công ty thuộc Big 4 (Ernst & Young, PwC, KPMG, và Deloitte).
- Chương trình được các trường đại học và nhiều tổ chức hành nghề nước ngoài (ACCA, CIMA, CPA Australia) công nhận.
- Tiếp cận chuẩn mực quốc tế (IFRS, USGAAP).""
URL: https://hanu.edu.vn/c/7922/Ke-toan","[-0.02611092, 0.01758174, 0.009900632, -0.011543469, 0.050438464, -0.033632103, -0.042296976, 0.06544206, -0.008383796, -0.03650101, -0.0034407484, 0.0062078857, -0.053966444, -0.003382595, 0.028941056, 0.0039374763, -0.015022987, 0.009033176, 0.03370964, 0.029348131, 0.012561155, 0.012648385, 0.030957043, 0.008684255, -0.005209584, -0.023571549, -0.00037042564, -0.010535475, -0.016147288, -0.02498662, -0.005524582, -0.027293373, 0.03339949, -0.023377705, 0.051368922, 0.038885303, -0.008761793, 0.069978036, -0.005728119, -0.04594126, 0.020179262, -0.0063290386, -0.020528184, -0.010186554, -0.011165471, 0.022679863, -0.01460622, -0.0042524743, 0.028514598, 0.026479224, -0.014751603, 0.027719833, 0.050012007, 0.019869111, -0.047724634, 0.0216331, 0.0071383417, -0.006120655, 0.02878598, -0.018996809, 0.023998009, 0.021109719, -0.0165059, 0.048073556, -0.071567565, -0.009711633, -0.0014368759, -0.0054228134, -0.036559165, -0.0543929, -0.008534025, 0.023222629, 0.028533982, 0.020760797, -0.03157735, -0.026188457, -0.04094006, -0.0012345503, -0.016903283, -0.0084661795, 0.04249082, -0.009915171, 0.047996018, -0.011562853, -0.008475872, -0.04431296, -0.09273544, -0.00551489, -0.017940354, -0.006081886, 0.0036467088, 0.065093145, 0.00059607334, 0.03266288, 0.043033585, -0.0021928714, -0.0015980096, -0.0305112, 0.03787731, -0.030995812, -0.020431262, -0.009595327, 0.014800064, 0.03167427, 0.049275395, -0.011000703, 0.015565752, -0.010739012, -0.06691529, 0.013394688, -0.077848144, 0.014325144, 0.02283494, -0.03473702, -0.011049164, -0.018541273, 0.014790372, -0.016156979, -0.018599426, -0.021613715, -0.021187257, -0.03456256, -0.00840318, -0.0041870517, 0.013869609, 0.056602735, 0.014819449, 0.011940851, 0.0073418785, -0.015342831, 0.04252959, 0.028126907, -0.027429065, -0.019394191, -0.0039544376, -0.0346401, -0.03495025, 0.01478068, 0.0019602573, -0.04249082, 0.0443905, -0.020062955, 0.0055924277, 0.021187257, -0.02917367, -0.022137096, -0.026769992, 0.03202319, -0.014683757, 0.017920969, -0.022776786, 0.0015507599, -0.034969635, -0.012357618, -0.011378701, 0.015614213, -0.07455278, 0.004991508, 0.022990014, -0.003966553, 0.015759597, 0.030472431, -0.024094932, 0.060789786, -0.041211445, -0.0024242739, -0.0027041375, 0.003617632, -0.065093145, -0.03624901, -0.03128658, 0.013501303, 0.041095138, 0.02822383, 0.03611332, -0.010719627, 0.030491816, -0.03529917, -0.031732425, 0.019772189, 0.014567451, -0.019326344, 0.0011715506, -0.0072934176, -0.029600129, -0.021671869, 0.0052968143, -0.05679658, 0.037005007, 0.038672075, 0.02706076, -0.010138093, 0.022679863, -0.028126907, -0.026925068, -0.03219765, 0.020799566, 0.030394893, 0.014751603, -0.006028579, 0.020024186, 0.012251003, 0.010574244, -0.011960235, 0.015391292, -0.0073806476, 0.026459841, -0.00022065011, -0.040474832, -0.06389131, 0.050516002, -0.0024036777, 0.028533982, 0.0443905, -0.041482825, -0.017116511, -0.02202079, 0.021691253, 0.08296565, 0.036539778, 0.03206196, -0.0057378113, -0.0103803985, 0.02081895, 0.012377002, 0.005325891, -0.010060554, -0.03512471, 0.0035570555, -0.069706656, 0.0013956839, 0.010012093, -0.012784077, -0.0039762454, 0.0073176483, -0.06722544, -0.006033425, 0.020915873, -0.034368716, 0.014596527, -0.03580317, 0.01606975, 0.037586544, 0.0071868026, 0.0021565254, -0.010545167, -0.011737314, -0.038594536, 0.035880707, 0.040436063, 0.024967235, 0.0014526258, 0.012406079, -0.011688853, -0.023668472, -0.0028567903]"
Chương trình đào tạo cử nhân hệ chính quy ngành Kế toán,Giảng viên,"""- Trên 90% giảng viên có bằng thạc sĩ và tiến sĩ của các trường đại học quốc tế có uy tín của Vương Quốc Anh, Ô-xtrây-li-a, Hoa Kỳ, Ca-na-da và Châu Âu.
- Có kinh nghiệm giảng dạy tại các chương trình của các đại học nước ngoài (ĐH La Trobe, ĐH IMC Krems, ĐH Oxford Brookes, ĐH RMIT Hà Nội, ĐH Portland State, ĐH Pavia, ĐH Ca' Foscari Venice).
- Đội ngũ giảng viên thỉnh giảng là những nhà quản lý, tư vấn, chuyên gia kinh tế, chuyên gia tài chính của các tổ chức, doanh nghiệp, tập đoàn lớn trong nước và quốc tế; có uy tín chuyên môn và kinh nghiệm thực tế.""",https://hanu.edu.vn/c/7922/Ke-toan,,"Title: Chương trình đào tạo cử nhân hệ chính quy ngành Kế toán
Summary: Giảng viên
Content: ""- Trên 90% giảng viên có bằng thạc sĩ và tiến sĩ của các trường đại học quốc tế có uy tín của Vương Quốc Anh, Ô-xtrây-li-a, Hoa Kỳ, Ca-na-da và Châu Âu.
- Có kinh nghiệm giảng dạy tại các chương trình của các đại học nước ngoài (ĐH La Trobe, ĐH IMC Krems, ĐH Oxford Brookes, ĐH RMIT Hà Nội, ĐH Portland State, ĐH Pavia, ĐH Ca' Foscari Venice).
- Đội ngũ giảng viên thỉnh giảng là những nhà quản lý, tư vấn, chuyên gia kinh tế, chuyên gia tài chính của các tổ chức, doanh nghiệp, tập đoàn lớn trong nước và quốc tế; có uy tín chuyên môn và kinh nghiệm thực tế.""
URL: https://hanu.edu.vn/c/7922/Ke-toan","[-0.04390238, 0.02851531, 0.0247699, -0.025349086, 0.07525571, -0.0071384804, -0.0232254, 0.061895788, 0.00033635081, -0.037859526, -0.035349716, -0.0082196295, -0.061046313, 0.01938346, 0.03357354, 0.022916501, -0.015435335, 0.00072036387, 0.03836149, -0.009030491, 0.045987453, 0.0014962332, 0.032801293, -0.007891424, 0.023727363, -0.027395548, 8.529434e-05, -0.028476696, -0.039365415, -0.026584685, 0.013504711, -0.022646213, 0.028901434, -0.0096531175, 0.008229283, 0.065293685, 0.0031420898, 0.037318952, -0.022897195, -0.07737939, 0.01591799, -0.012568359, -0.023090256, -0.002216597, -0.012597319, 0.024731288, -0.019016642, -0.024654062, 0.020175016, 0.045292426, -0.03040732, 0.017443184, 0.044944916, 0.029113803, -0.048381425, 0.015087822, -0.0061055967, -0.016777119, 0.01786792, -0.021101715, 0.011525822, 0.006038025, 0.004508006, 0.046064675, -0.016950874, -0.0075197783, -0.00819067, -0.026121335, -0.03646948, -0.02117894, -0.018089943, -0.008533356, 0.046064675, 0.036276415, -0.04251233, -0.00040965417, -0.040427256, 8.898968e-05, -0.05374856, -0.017481796, -0.0014721004, -0.019113172, 0.04687554, -0.04911506, -0.01105282, -0.030754833, -0.051702097, -0.008296855, -0.01858225, -0.013012403, 0.00882295, 0.043245967, 0.03046524, 0.003549934, 0.043863766, 0.019943342, -0.010077855, -0.021584371, 0.02579313, -0.031372633, -0.036488783, 0.0052561224, 0.02758861, 0.03143055, 0.024364468, 0.0037526495, 0.0024060395, 0.00022307751, -0.0755646, 0.020657672, -0.07158752, 0.028978659, 0.025368392, -0.041083667, -0.025368392, -0.010936982, 0.016246196, -0.032376558, -0.014383145, -0.018688435, -0.003178289, -0.03637295, -0.019035948, -0.0016989487, -0.0039529516, 0.056181144, -0.013697774, 0.044134054, 0.0008090519, -0.009334564, 0.03567792, 0.0027583784, -0.025522843, 0.015416029, 0.01356263, -0.009711036, -0.02978952, 0.00053635135, 0.00036319855, -0.014653432, 0.06753321, -0.003998804, -0.013350261, 0.041006442, -0.02328332, -0.02845739, -0.021700209, 0.023727363, -0.0034582294, 0.025059493, -0.013630202, -0.006047678, -0.050466496, -0.013137893, -0.0046359096, 0.011139697, -0.10525759, 0.018939417, 0.01836023, 0.018678783, 0.01399702, 0.05224267, -0.022916501, 0.045060754, -0.042666778, -0.0032096615, -0.019943342, -0.02861184, -0.05363272, -0.05174071, -0.024962962, -0.016313769, 0.039732233, 0.027858896, 0.038940676, -0.021294776, 0.02579313, 0.0015022664, -0.017221162, 0.06969551, 0.007394288, -0.00010294145, 0.010058548, -0.032994356, -0.020368079, -0.03944264, -0.021622984, -0.032839905, 0.010686001, 0.027607916, 0.021700209, -0.031507775, -0.0134178335, -0.032318637, -0.026333705, -0.034036893, 0.022067027, 0.00096410513, -0.0035547605, -0.02687428, 0.01433488, -0.011149351, -0.0007288104, -0.026758442, 0.0005152351, -0.026005499, 0.023920424, 0.02554215, -0.027916815, -0.048188362, 0.033901747, 0.00041236912, 0.011545128, 0.02096657, -0.026121335, 0.002216597, 0.0055746753, 0.039307494, 0.086646385, 0.022433845, 0.023399157, -0.030079113, 0.007852811, 0.0064241495, -0.0061538625, 0.013919796, -0.0065448135, 0.01176715, 0.009194595, -0.086646385, -0.0014696871, 0.014489329, -0.023611525, -0.025657985, 0.018099595, -0.071973644, 0.0042546117, 0.048226975, -0.058420666, 0.024016956, -0.042010367, 0.013495058, 0.04471324, -0.004182213, -0.022009108, 0.004802426, -0.013282689, -0.032531004, 0.029268252, 0.053825784, -0.0004802426, 0.01755902, 0.019219358, -0.028360859, -0.036836296, 0.00908841]"
Chương trình đào tạo cử nhân hệ chính quy ngành Kế toán,Học bổng,"""- Học bổng toàn phần hoặc bán phần của Trường ĐH Hà Nội cho các sinh viên học giỏi; miễn giảm học phí cho các sinh viên thuộc diện chính sách.
- Nhiều cơ hội nhận học bổng từ các doanh nghiệp, quỹ học bổng (Lotte, Nguyễn Trường Tộ), các cơ quan, đại diện ngoại giao (Đại sứ quán Hoa Kỳ) tại Việt Nam.
- Học bổng đi học tại châu Âu trong 01 kỳ hoặc 01 năm với các dự án của Erasmus Plus Mobility.
- Sinh viên có cơ hội học trao đổi hoặc chuyển tiếp tại các trường ĐH danh tiếng khi học hết năm thứ 2 hoặc năm thứ 3. Một số trường đại học đối tác tiếp nhận sinh viên bao gồm Trường ĐH Albany SUNY (Hoa Kỳ), Trường ĐH Waikato (Niu Di-lân), Trường ĐH Công nghệ Auckland (Niu Di-lân), Trường ĐH Westminster (Anh), Trường ĐH Sheffield Hallam (Anh), Trường ĐH Quốc gia Kangnung (Hàn Quốc).""",https://hanu.edu.vn/c/7922/Ke-toan,,"Title: Chương trình đào tạo cử nhân hệ chính quy ngành Kế toán
Summary: Học bổng
Content: ""- Học bổng toàn phần hoặc bán phần của Trường ĐH Hà Nội cho các sinh viên học giỏi; miễn giảm học phí cho các sinh viên thuộc diện chính sách.
- Nhiều cơ hội nhận học bổng từ các doanh nghiệp, quỹ học bổng (Lotte, Nguyễn Trường Tộ), các cơ quan, đại diện ngoại giao (Đại sứ quán Hoa Kỳ) tại Việt Nam.
- Học bổng đi học tại châu Âu trong 01 kỳ hoặc 01 năm với các dự án của Erasmus Plus Mobility.
- Sinh viên có cơ hội học trao đổi hoặc chuyển tiếp tại các trường ĐH danh tiếng khi học hết năm thứ 2 hoặc năm thứ 3. Một số trường đại học đối tác tiếp nhận sinh viên bao gồm Trường ĐH Albany SUNY (Hoa Kỳ), Trường ĐH Waikato (Niu Di-lân), Trường ĐH Công nghệ Auckland (Niu Di-lân), Trường ĐH Westminster (Anh), Trường ĐH Sheffield Hallam (Anh), Trường ĐH Quốc gia Kangnung (Hàn Quốc).""
URL: https://hanu.edu.vn/c/7922/Ke-toan","[-0.04992551, -0.017880624, 0.03037202, 0.022738947, 0.038185403, -0.01814107, -0.025523715, 0.09576402, -0.0038916655, -0.051568322, -0.04439604, 0.01959356, -0.06423001, 0.008399386, 0.025844265, 0.043594666, -0.014154242, 0.029049754, 0.015206044, 0.034499086, 0.01511589, 0.003836571, 0.0130523555, 0.015837125, 0.015175993, -0.036442418, 0.02039493, -0.01680879, -0.004875851, -0.018481655, 0.009491256, -0.021036029, 0.012090708, 0.0088902265, 0.010928718, 0.092398256, 0.006390946, 0.061345067, -0.03143384, -0.038586088, 0.004347446, -0.040349107, -0.006085423, 0.009426145, -0.017079253, 0.050406333, -0.032335382, -0.02466224, 0.00729249, 0.0655122, -0.00034433976, -0.047040567, 0.033557475, 0.0061505344, -0.023520283, 0.007232387, 0.030912945, -0.012521446, 0.0029675828, -0.037844818, 0.003819041, 0.017309647, 0.0104579115, 0.06246699, 0.0072524217, -0.0096815815, -0.011189164, -0.010908684, -0.038305607, -0.01102889, -0.030091539, 0.019192873, 0.039828215, 0.020164536, -0.019503403, 0.032395486, -0.03241552, 0.024622172, -0.013613316, -0.014504843, 0.004076983, -0.038205437, 0.025042892, -0.040569484, -0.013332835, -0.056456696, -0.06218651, 0.0080688195, -0.042152196, -0.022578672, 0.015426422, 0.008143948, -0.01902258, 0.040429246, 0.043113843, 0.03918712, -0.012190879, -0.056056008, 0.029550612, 0.0010956265, -0.021576956, -0.03385799, 0.03586142, 0.0020234657, 0.028829377, -0.021717196, 0.012311086, 0.013563231, -0.0035736207, 0.002486759, -0.055775527, -0.010407826, 0.0069919755, -0.028929548, -0.014645083, -0.02666567, 0.0053992476, -0.011750124, -0.015216061, -0.015346284, -0.027527146, -0.025804196, -0.00085208437, 0.0014499835, -0.02127644, 0.07552936, 0.0146551, 0.048282694, 0.012641652, -0.0015201035, 0.011008855, 0.017840557, -0.025744094, 0.03251569, 0.012110743, -0.038626157, -0.005188887, -0.0066213408, 0.014024019, -0.034679398, 0.056777243, -0.015506559, 0.022418397, 0.019964194, -0.03315679, -0.0012947175, -0.015756987, 0.037464168, 0.0067165038, 0.017960763, -0.027787592, 0.0020510128, -0.022558637, 0.007698185, -0.011780176, -0.0066714264, -0.076370806, 0.05076695, 0.009290913, -0.013072389, 0.014645083, 0.028629035, -0.007457773, 0.0014274449, -0.04459638, -0.028629035, -0.031193426, -0.019663678, -0.059501912, -0.025203167, -0.03093298, -0.045638166, 0.03520029, 0.05713786, 0.05277038, -0.02466224, 0.050726883, -0.04263302, -0.01828131, 0.057017658, 0.027667386, -0.024521999, 0.0170492, -0.016287897, -0.020384913, -0.020324811, -0.016928995, -0.018661963, 0.004442609, 0.040950138, 0.042192265, -0.020064365, 0.018591844, -0.04611899, -0.023059495, -0.015506559, 0.0045778407, 0.012291051, 0.0007231135, -0.051207706, 0.0029325227, -0.019543473, -0.0047306023, -0.02466224, 0.0007838425, -0.01934313, 0.01588721, 0.03832564, 0.033357132, -0.046960432, 0.01293215, 0.018832255, -0.0065161604, 0.041350823, -0.045558028, 0.025563784, -0.03315679, 0.026485363, 0.04643954, 0.04399535, 0.013993968, -0.048963863, -0.013292767, -0.019403232, 0.0055545135, 0.019453319, -0.024501964, -0.012100725, 0.0088902265, -0.05982246, -0.021737231, -0.0061505344, -0.020424983, -0.033477336, 0.03353744, -0.023520283, 0.003723878, 0.015857158, -0.060223147, -0.023580387, -0.046639882, -0.010948752, 0.057298135, 0.02754718, 0.009816813, -0.0033357132, 0.0067165038, -0.044836793, 0.021376612, 0.010738392, 0.0032380458, 0.027507113, 0.014204328, -0.030812774, -0.04407549, -0.016928995]"
Chương trình đào tạo cử nhân hệ chính quy ngành Kế toán,Việc làm,"""Với phương châm đào tạo linh hoạt, gắn liền với thực tiễn và nhu cầu xã hội, sinh viên ngành Kế toán khi tốt nghiệp sẽ tự tin đầu quân cho các doanh nghiệp trong nước và quốc tế trong lĩnh vực kế toán, kiểm toán hoặc phụ trách nghiệp vụ kế toán tại các doanh nghiệp thuộc nhiều lĩnh vực, ngành nghề hoạt động khác nhau.
Theo các điều tra trước khi ra trường, trên 80% sinh viên có việc làm phù hợp ngay trong kỳ thực tập và 97% có việc làm sau khi tốt nghiệp với mức lương sau tốt nghiệp từ 8 - 10 triệu đồng.""",https://hanu.edu.vn/c/7922/Ke-toan,,"Title: Chương trình đào tạo cử nhân hệ chính quy ngành Kế toán
Summary: Việc làm
Content: ""Với phương châm đào tạo linh hoạt, gắn liền với thực tiễn và nhu cầu xã hội, sinh viên ngành Kế toán khi tốt nghiệp sẽ tự tin đầu quân cho các doanh nghiệp trong nước và quốc tế trong lĩnh vực kế toán, kiểm toán hoặc phụ trách nghiệp vụ kế toán tại các doanh nghiệp thuộc nhiều lĩnh vực, ngành nghề hoạt động khác nhau.
Theo các điều tra trước khi ra trường, trên 80% sinh viên có việc làm phù hợp ngay trong kỳ thực tập và 97% có việc làm sau khi tốt nghiệp với mức lương sau tốt nghiệp từ 8 - 10 triệu đồng.""
URL: https://hanu.edu.vn/c/7922/Ke-toan","[-0.031675406, 0.009299202, 0.0073037483, -0.024216672, 0.07795831, -0.03657686, -0.0030537224, 0.08996978, -0.017116344, -0.044558678, -0.0045309393, 0.018239997, -0.05606644, 0.016322037, 0.040257797, -0.016651385, -0.00070833764, -0.012408623, 0.04207889, -0.0027631223, 0.03558882, 0.0021129046, 0.039831582, 0.0044486024, -0.004266978, -0.02239558, 0.0009347635, -0.034116447, -0.025921525, -0.048549585, -0.013251363, -0.01770723, 0.021930618, 0.009245926, 0.044364944, 0.07086767, 0.012951076, 0.026134633, -0.0010346574, -0.06730297, 0.019053677, -0.004513988, -0.017571617, -0.023228632, -0.009986956, 0.01642859, -0.016186424, -0.0061171316, 0.04544985, 0.052772973, -0.021020072, 0.0019676045, 0.047852144, 0.033477128, -0.04440369, 0.016438277, -0.015488983, -0.034620155, -0.006969558, -0.013077003, 0.039056648, 0.021078192, 0.0067322347, 0.0407615, -0.045604836, -0.033419006, -0.0077977683, -0.021523777, -0.037003074, -0.0102097485, 0.01273797, -0.003339479, 0.052463, 0.047038462, -0.04087774, -0.02640586, -0.046341024, 0.019121485, -0.010403482, 0.005545618, 0.03841733, -0.034794513, 0.034368303, -0.011420582, -0.018743705, -0.06575311, -0.077880815, -0.011265595, -0.022744298, -0.039172888, 0.011711183, 0.06265337, 0.028924393, 0.0073909285, 0.05688012, 0.022976778, -0.0056279544, -0.023712965, 0.053780384, -0.027820112, -0.025572805, 0.032024126, 0.0346589, 0.02954434, 0.022124352, 0.018152818, -0.0062672747, -0.016263917, -0.054942787, 0.026037766, -0.06800041, 0.021116938, 0.009057036, -0.011314029, 0.009730259, -0.035608195, 0.014839977, -0.0155083565, 0.0022545722, -0.01680637, -0.005734508, -0.033244647, -0.043783743, -0.00010140731, -0.005996048, 0.05753881, 0.007245628, 0.031907886, 0.025708418, -0.033167154, 0.022492444, 0.04510113, -0.027897606, 0.012408623, -0.017639425, -0.041458942, -0.026890192, -0.0017956662, -0.010200062, -0.06211092, 0.0594374, -0.01875339, -0.00039685072, 0.020865085, -0.04672849, -0.011943663, -0.008175548, 0.040529024, 0.0026807855, 0.018036578, -0.007216568, 0.0010891448, -0.035879422, 0.018298117, 0.00034841738, 0.009715728, -0.087567486, 0.02154315, 0.002066893, 0.004458289, 0.028420687, 0.022008112, -0.02239558, 0.0430863, -0.072805, -0.0018658945, -0.036228143, -0.016903237, -0.07040271, -0.019789865, 0.0060590114, -0.004591481, 0.044868648, 0.018424043, 0.04285382, -0.009139372, 0.03777801, -0.012476429, -0.008766435, 0.01419097, 0.01735851, -0.008994072, 0.004075666, -0.018133445, -0.021562524, -0.035491955, -0.024197299, -0.056802627, 0.009182962, 0.029796192, 0.021504404, -0.034155194, 0.03489138, -0.051571824, -0.0008493998, -0.01218583, 0.017552244, 0.042815074, -0.039792836, -0.012040529, 0.0040417626, -0.009076409, -0.018491851, -0.009817439, 0.005419691, -0.01323199, -0.013716323, 0.012273009, -0.010752202, -0.052966706, 0.047154702, 0.022686178, 0.011226849, 0.026134633, -0.053896625, -0.011749929, -0.0055940514, 0.02628962, 0.050564412, 0.007415145, 0.023867952, -0.024642885, 0.01323199, 0.024972232, 0.025902152, 0.029854313, -0.005361571, -0.023557978, -0.004722251, -0.06459071, -0.00022793942, -0.0023599146, -0.01532431, -0.010229122, 0.016525457, -0.032779686, 0.0023441738, 0.04510113, -0.051106866, 0.023344873, -0.033767726, 0.016854804, 0.036015034, -0.0063738283, 0.002968964, -0.002634774, -0.031888515, -0.013861623, 0.01535337, 0.00078038225, 0.008950482, 0.028478807, 0.013890683, -0.0059718313, -0.033748355, -0.0011133614]"
